# PWV uflux gflux rflux iflux zflux yflux
0.000000000000000000e+00 9.241980699753616000e+16 2.318591329278617088e+18 5.875929547240926208e+18 2.766357055367576781e+19 4.164927031227481293e+19 3.468936029938709709e+19
5.000000000000000000e-01 9.241976479933169600e+16 2.318555324277371392e+18 5.874705549253423104e+18 2.761737721094708838e+19 4.141788022522694042e+19 3.366545909565928653e+19
1.000000000000000000e+00 9.241972260291312000e+16 2.318519332881810944e+18 5.873487961924719616e+18 2.757333295386543718e+19 4.121205300392235827e+19 3.295510034641561600e+19
1.500000000000000000e+00 9.241968040828025600e+16 2.318483355076635648e+18 5.872276688586488832e+18 2.753118219134994022e+19 4.102352511615877120e+19 3.238138773653934899e+19
2.000000000000000000e+00 9.241963821543299200e+16 2.318447390846572032e+18 5.871071634770283520e+18 2.749070991000456397e+19 4.084847684182253568e+19 3.188916159663951053e+19
2.500000000000000000e+00 9.241959602437113600e+16 2.318411440176372224e+18 5.869872708145914880e+18 2.745173434732161434e+19 4.068450941105640243e+19 3.145314521341150413e+19
3.000000000000000000e+00 9.241955383509464000e+16 2.318375503050814976e+18 5.868679818461820928e+18 2.741410108220982886e+19 4.052991691348156416e+19 3.105915901227015373e+19
3.500000000000000000e+00 9.241951164760332800e+16 2.318339579454706688e+18 5.867492877487260672e+18 2.737767825719668326e+19 4.038340724807093453e+19 3.069825073335420109e+19
4.000000000000000000e+00 9.241946946189702400e+16 2.318303669372879872e+18 5.866311798956355584e+18 2.734235270576358195e+19 4.024396406793422438e+19 3.036431186098343936e+19
4.500000000000000000e+00 9.241942727797560000e+16 2.318267772790193152e+18 5.865136498513859584e+18 2.730802680492646400e+19 4.011076731208478720e+19 3.005293822141289677e+19
5.000000000000000000e+00 9.241938509583899200e+16 2.318231889691531776e+18 5.863966893662633984e+18 2.727461591003399782e+19 3.998314276197660262e+19 2.976082140202261299e+19
5.500000000000000000e+00 9.241934291548700800e+16 2.318196020061807616e+18 5.862802903712740352e+18 2.724204625790386995e+19 3.986052784626335744e+19 2.948539607075989914e+19
6.000000000000000000e+00 9.241930073691952000e+16 2.318160163885958144e+18 5.861644449732128768e+18 2.721025324749382861e+19 3.974244737892830413e+19 2.922462231725506560e+19
6.500000000000000000e+00 9.241925856013635200e+16 2.318124321148946944e+18 5.860491454498846720e+18 2.717918002559134106e+19 3.962849577056169984e+19 2.897684443333585715e+19
7.000000000000000000e+00 9.241921638513745600e+16 2.318088491835764736e+18 5.859343842454707200e+18 2.714877631951586509e+19 3.951832365932592333e+19 2.874069549156051763e+19
7.500000000000000000e+00 9.241917421192264000e+16 2.318052675931428352e+18 5.858201539660414976e+18 2.711899747035415347e+19 3.941162766625652736e+19 2.851503066957454131e+19
8.000000000000000000e+00 9.241913204049176000e+16 2.318016873420978688e+18 5.857064473752043520e+18 2.708980362941736550e+19 3.930814241882173440e+19 2.829887932958554112e+19
8.500000000000000000e+00 9.241908987084470400e+16 2.317981084289485824e+18 5.855932573898855424e+18 2.706115908791117005e+19 3.920763425635371418e+19 2.809140974097746739e+19
9.000000000000000000e+00 9.241904770298134400e+16 2.317945308522042880e+18 5.854805770762403840e+18 2.703303171563467571e+19 3.910989620428722995e+19 2.789190256727522918e+19
9.500000000000000000e+00 9.241900553690153600e+16 2.317909546103770624e+18 5.853683996456904704e+18 2.700539248917694874e+19 3.901474391962942669e+19 2.769973057725547725e+19
1.000000000000000000e+01 9.241896337260510400e+16 2.317873797019815424e+18 5.852567184510770176e+18 2.697821509380214784e+19 3.892201238929500570e+19 2.751434287066352845e+19
1.050000000000000000e+01 9.241892121009195200e+16 2.317838061255347712e+18 5.851455269829343232e+18 2.695147558619827814e+19 3.883155321855533056e+19 2.733525244022761472e+19
1.100000000000000000e+01 9.241887904936195200e+16 2.317802338795566592e+18 5.850348188658746368e+18 2.692515210765910426e+19 3.874323238666597990e+19 2.716202624048281190e+19
1.150000000000000000e+01 9.241883689041492800e+16 2.317766629625693184e+18 5.849245878550817792e+18 2.689922463919570944e+19 3.865692837571158016e+19 2.699427716837337088e+19
1.200000000000000000e+01 9.241879473325078400e+16 2.317730933730978304e+18 5.848148278329101312e+18 2.687367479162589594e+19 3.857253060009275392e+19 2.683165752150522266e+19
1.250000000000000000e+01 9.241875257786936000e+16 2.317695251096694784e+18 5.847055328055855104e+18 2.684848562494389043e+19 3.848993808006173491e+19 2.667385361243416166e+19
1.300000000000000000e+01 9.241871042427052800e+16 2.317659581708143616e+18 5.845966969000049664e+18 2.682364149228640256e+19 3.840905831478870835e+19 2.652058129739648614e+19
1.350000000000000000e+01 9.241866827245417600e+16 2.317623925550648832e+18 5.844883143606318080e+18 2.679912790463401984e+19 3.832980631965650944e+19 2.637158223568658432e+19
1.400000000000000000e+01 9.241862612242014400e+16 2.317588282609562624e+18 5.843803795464822784e+18 2.677493141305544294e+19 3.825210379957855846e+19 2.622662073822563533e+19
1.450000000000000000e+01 9.241858397416832000e+16 2.317552652870259200e+18 5.842728869282023424e+18 2.675103950584670208e+19 3.817587843564725862e+19 2.608548109528586240e+19
1.500000000000000000e+01 9.241854182769846400e+16 2.317517036318141440e+18 5.841658310852306944e+18 2.672744051836242330e+19 3.810106326673440768e+19 2.594796529693193011e+19
1.550000000000000000e+01 9.241849968301059200e+16 2.317481432938634752e+18 5.840592067030445056e+18 2.670412355370070016e+19 3.802759615106692710e+19 2.581389107766039347e+19
1.600000000000000000e+01 9.241845754010446400e+16 2.317445842717191168e+18 5.839530085704867840e+18 2.668107841270193357e+19 3.795541929550119731e+19 2.568309023046417203e+19
1.650000000000000000e+01 9.241841539898000000e+16 2.317410265639286784e+18 5.838472315771724800e+18 2.665829553196860621e+19 3.788447884237769933e+19 2.555540714619609907e+19
1.700000000000000000e+01 9.241837325963704000e+16 2.317374701690424832e+18 5.837418707109681152e+18 2.663576592881592730e+19 3.781472450557056614e+19 2.543069754242440397e+19
1.750000000000000000e+01 9.241833112207542400e+16 2.317339150856130560e+18 5.836369210555482112e+18 2.661348115223184179e+19 3.774610924875028890e+19 2.530882735252635238e+19
1.800000000000000000e+01 9.241828898629508800e+16 2.317303613121957376e+18 5.835323777880190976e+18 2.659143323906448589e+19 3.767858900001624064e+19 2.518967175097026150e+19
1.850000000000000000e+01 9.241824685229585600e+16 2.317268088473480192e+18 5.834282361766142976e+18 2.656961467477155430e+19 3.761212239798792192e+19 2.507311429489590682e+19
1.900000000000000000e+01 9.241820472007752000e+16 2.317232576896301568e+18 5.833244915784543232e+18 2.654801835816342733e+19 3.754667056520839987e+19 2.495904616545358643e+19
1.950000000000000000e+01 9.241816258964006400e+16 2.317197078376047616e+18 5.832211394373716992e+18 2.652663756965299814e+19 3.748219690534416384e+19 2.484736549507563930e+19
2.000000000000000000e+01 9.241812046098328000e+16 2.317161592898370048e+18 5.831181752817991680e+18 2.650546594259401114e+19 3.741866692118960538e+19 2.473797676906573414e+19
2.050000000000000000e+01 9.241807833410708800e+16 2.317126120448942592e+18 5.830155947227165696e+18 2.648449743734701670e+19 3.735604805091853107e+19 2.463079029170432819e+19
2.100000000000000000e+01 9.241803620901128000e+16 2.317090661013468160e+18 5.829133934516577280e+18 2.646372631776104858e+19 3.729430952039029146e+19 2.452572170856177664e+19
2.150000000000000000e+01 9.241799408569577600e+16 2.317055214577670144e+18 5.828115672387724288e+18 2.644314712980047053e+19 3.723342220962315469e+19 2.442269157794756198e+19
2.200000000000000000e+01 9.241795196416040000e+16 2.317019781127298560e+18 5.827101119309448192e+18 2.642275468208155034e+19 3.717335853180469248e+19 2.432162498545273242e+19
2.250000000000000000e+01 9.241790984440508800e+16 2.316984360648126976e+18 5.826090234499643392e+18 2.640254402811336294e+19 3.711409232342738534e+19 2.422245119640261427e+19
2.300000000000000000e+01 9.241786772642961600e+16 2.316948953125954560e+18 5.825082977907470336e+18 2.638251045006345421e+19 3.705559874432190054e+19 2.412510334175838618e+19
2.350000000000000000e+01 9.241782561023388800e+16 2.316913558546602496e+18 5.824079310196081664e+18 2.636264944389051597e+19 3.699785418651797094e+19 2.402951813361420288e+19
2.400000000000000000e+01 9.241778349581776000e+16 2.316878176895919104e+18 5.823079192725833728e+18 2.634295670570549248e+19 3.694083619099771699e+19 2.393563560695066624e+19
2.450000000000000000e+01 9.241774138318112000e+16 2.316842808159776256e+18 5.822082587537935360e+18 2.632342811923889766e+19 3.688452337152086426e+19 2.384339888474258637e+19
2.500000000000000000e+01 9.241769927232384000e+16 2.316807452324067840e+18 5.821089457338605568e+18 2.630405974430614733e+19 3.682889534480111206e+19 2.375275396389060608e+19
2.550000000000000000e+01 9.241765716324574400e+16 2.316772109374715392e+18 5.820099765483606016e+18 2.628484780617536307e+19 3.677393266639813837e+19 2.366364951976440627e+19
2.600000000000000000e+01 9.241761505594668800e+16 2.316736779297661440e+18 5.819113475963253760e+18 2.626578868575233638e+19 3.671961677176370790e+19 2.357603672741820416e+19
2.650000000000000000e+01 9.241757295042660800e+16 2.316701462078874112e+18 5.818130553387807744e+18 2.624687891050720461e+19 3.666592992194473574e+19 2.348986909777363763e+19
2.700000000000000000e+01 9.241753084668528000e+16 2.316666157704345600e+18 5.817150962973290496e+18 2.622811514607513600e+19 3.661285515350190080e+19 2.340510232726772531e+19
2.750000000000000000e+01 9.241748874472262400e+16 2.316630866160091648e+18 5.816174670527656960e+18 2.620949418847081267e+19 3.656037623225083904e+19 2.332169415963890483e+19
2.800000000000000000e+01 9.241744664453851200e+16 2.316595587432151552e+18 5.815201642437373952e+18 2.619101295686257050e+19 3.650847761047617946e+19 2.323960425867580211e+19
2.850000000000000000e+01 9.241740454613275200e+16 2.316560321506590208e+18 5.814231845654352896e+18 2.617266848685771981e+19 3.645714438730527949e+19 2.315879409088608666e+19
2.900000000000000000e+01 9.241736244950529600e+16 2.316525068369493504e+18 5.813265247683222528e+18 2.615445792425549824e+19 3.640636227196191539e+19 2.307922681715786138e+19
2.950000000000000000e+01 9.241732035465590400e+16 2.316489828006973952e+18 5.812301816568967168e+18 2.613637851922832179e+19 3.635611754964857651e+19 2.300086719258679296e+19
3.000000000000000000e+01 9.241727826158454400e+16 2.316454600405165568e+18 5.811341520884878336e+18 2.611842762089596109e+19 3.630639704983181312e+19 2.292368147373096141e+19
3.050000000000000000e+01 9.241723617029100800e+16 2.316419385550227456e+18 5.810384329720841216e+18 2.610060267226065306e+19 3.625718811672759501e+19 2.284763733263251866e+19
3.100000000000000000e+01 9.241719408077518400e+16 2.316384183428341248e+18 5.809430212671925248e+18 2.608290120547407462e+19 3.620847858180344627e+19 2.277270377701422285e+19
3.150000000000000000e+01 9.241715199303691200e+16 2.316348994025713152e+18 5.808479139827278848e+18 2.606532083741014016e+19 3.616025673813197619e+19 2.269885107611870003e+19
3.200000000000000000e+01 9.241710990707611200e+16 2.316313817328572416e+18 5.807531081759326208e+18 2.604785926551953818e+19 3.611251131644624077e+19 2.262605069171181978e+19
3.250000000000000000e+01 9.241706782289259200e+16 2.316278653323170816e+18 5.806586009513233408e+18 2.603051426394446643e+19 3.606523146276131226e+19 2.255427521381901107e+19
3.300000000000000000e+01 9.241702574048627200e+16 2.316243501995785216e+18 5.805643894596672512e+18 2.601328367987391693e+19 3.601840671743918899e+19 2.248349830080491930e+19
3.350000000000000000e+01 9.241698365985699200e+16 2.316208363332714496e+18 5.804704708969841664e+18 2.599616543012131635e+19 3.597202699558508544e+19 2.241369462344430797e+19
3.400000000000000000e+01 9.241694158100459200e+16 2.316173237320282112e+18 5.803768425035729920e+18 2.597915749790826086e+19 3.592608256867364454e+19 2.234483981266536858e+19
3.450000000000000000e+01 9.241689950392896000e+16 2.316138123944833536e+18 5.802835015630682112e+18 2.596225792983937843e+19 3.588056404731222426e+19 2.227691041067618714e+19
3.500000000000000000e+01 9.241685742862995200e+16 2.316103023192737792e+18 5.801904454015150080e+18 2.594546483305441280e+19 3.583546236505687245e+19 2.220988382521152307e+19
3.550000000000000000e+01 9.241681535510744000e+16 2.316067935050387456e+18 5.800976713864725504e+18 2.592877637254508544e+19 3.579076876320364134e+19 2.214373828666114458e+19
3.600000000000000000e+01 9.241677328336129600e+16 2.316032859504197632e+18 5.800051769261387776e+18 2.591219076862520934e+19 3.574647477648465510e+19 2.207845280786178458e+19
3.650000000000000000e+01 9.241673121339136000e+16 2.315997796540606976e+18 5.799129594684980224e+18 2.589570629454331904e+19 3.570257221960432845e+19 2.201400714635451187e+19
3.700000000000000000e+01 9.241668914519752000e+16 2.315962746146077696e+18 5.798210165004889088e+18 2.587932127422825677e+19 3.565905317455625830e+19 2.195038176892579430e+19
3.750000000000000000e+01 9.241664707877961600e+16 2.315927708307093504e+18 5.797293455471966208e+18 2.586303408015857664e+19 3.561590997866647552e+19 2.188755781826691072e+19
3.800000000000000000e+01 9.241660501413755200e+16 2.315892683010161664e+18 5.796379441710617600e+18 2.584684313134767718e+19 3.557313521331309773e+19 2.182551708159959450e+19
3.850000000000000000e+01 9.241656295127116800e+16 2.315857670241812992e+18 5.795468099711134720e+18 2.583074689143686758e+19 3.553072169327617229e+19 2.176424196112892723e+19
3.900000000000000000e+01 9.241652089018032000e+16 2.315822669988600320e+18 5.794559405822170112e+18 2.581474386688948634e+19 3.548866245667551232e+19 2.170371544619585126e+19
3.950000000000000000e+01 9.241647883086491200e+16 2.315787682237097984e+18 5.793653336743447552e+18 2.579883260527947776e+19 3.544695075545742541e+19 2.164392108701192192e+19
4.000000000000000000e+01 9.241643677332478400e+16 2.315752706973907456e+18 5.792749869518626816e+18 2.578301169366851174e+19 3.540558004639428198e+19 2.158484296986847232e+19
4.050000000000000000e+01 9.241639471755977600e+16 2.315717744185647616e+18 5.791848981528353792e+18 2.576727975706593280e+19 3.536454398256368435e+19 2.152646569372094874e+19
4.100000000000000000e+01 9.241635266356976000e+16 2.315682793858962432e+18 5.790950650483482624e+18 2.575163545696656179e+19 3.532383640527637709e+19 2.146877434805677261e+19
4.150000000000000000e+01 9.241631061135464000e+16 2.315647855980519424e+18 5.790054854418469888e+18 2.573607748996148429e+19 3.528345133642455859e+19 2.141175449196246221e+19
4.200000000000000000e+01 9.241626856091424000e+16 2.315612930537007104e+18 5.789161571684923392e+18 2.572060458641729946e+19 3.524338297122415821e+19 2.135539213431181312e+19
4.250000000000000000e+01 9.241622651224844800e+16 2.315578017515134976e+18 5.788270780945319936e+18 2.570521550921992602e+19 3.520362567132663398e+19 2.129967371500331827e+19
4.300000000000000000e+01 9.241618446535716800e+16 2.315543116901639680e+18 5.787382461166855168e+18 2.568990905257892659e+19 3.516417395827761971e+19 2.124458608717997670e+19
4.350000000000000000e+01 9.241614242024014400e+16 2.315508228683276800e+18 5.786496591615476736e+18 2.567468404088892211e+19 3.512502250730140877e+19 2.119011650036980941e+19
4.400000000000000000e+01 9.241610037689734400e+16 2.315473352846823424e+18 5.785613151850033152e+18 2.565953932764462694e+19 3.508616614139170816e+19 2.113625258448987750e+19
4.450000000000000000e+01 9.241605833532862400e+16 2.315438489379081728e+18 5.784732121716572160e+18 2.564447379440670310e+19 3.504759982569037005e+19 2.108298233466062438e+19
4.500000000000000000e+01 9.241601629553384000e+16 2.315403638266873856e+18 5.783853481342786560e+18 2.562948634981511168e+19 3.500931866213730304e+19 2.103029409678138982e+19
4.550000000000000000e+01 9.241597425751283200e+16 2.315368799497045504e+18 5.782977211132579840e+18 2.561457592864772096e+19 3.497131788437571994e+19 2.097817655382112666e+19
4.600000000000000000e+01 9.241593222126547200e+16 2.315333973056463872e+18 5.782103291760766976e+18 2.559974149092131226e+19 3.493359285289802138e+19 2.092661871278186906e+19
4.650000000000000000e+01 9.241589018679164800e+16 2.315299158932018176e+18 5.781231704167909376e+18 2.558498202103287398e+19 3.489613905041856512e+19 2.087560989229527450e+19
4.700000000000000000e+01 9.241584815409120000e+16 2.315264357110621184e+18 5.780362429555251200e+18 2.557029652693879194e+19 3.485895207746061517e+19 2.082513971081526067e+19
4.750000000000000000e+01 9.241580612316401600e+16 2.315229567579205632e+18 5.779495449379799040e+18 2.555568403937006387e+19 3.482202764814544896e+19 2.077519807537235558e+19
4.800000000000000000e+01 9.241576409400992000e+16 2.315194790324726784e+18 5.778630745349501952e+18 2.554114361108144947e+19 3.478536158617235046e+19 2.072577517085774234e+19
4.850000000000000000e+01 9.241572206662883200e+16 2.315160025334161920e+18 5.777768299418553344e+18 2.552667431613285990e+19 3.474894982097923686e+19 2.067686144980686848e+19
4.900000000000000000e+01 9.241568004102057600e+16 2.315125272594511360e+18 5.776908093782793216e+18 2.551227524920126669e+19 3.471278838407390413e+19 2.062844762265478349e+19
4.950000000000000000e+01 9.241563801718505600e+16 2.315090532092794880e+18 5.776050110875227136e+18 2.549794552492150374e+19 3.467687340552693350e+19 2.058052464843690803e+19
5.000000000000000000e+01 9.241559599512211200e+16 2.315055803816056320e+18 5.775194333361639424e+18 2.548368427725453722e+19 3.464120111061742387e+19 2.053308372591090483e+19
5.050000000000000000e+01 9.241555397483160000e+16 2.315021087751360000e+18 5.774340744136323072e+18 2.546949065888174490e+19 3.460576781662374707e+19 2.048611628507658240e+19
5.100000000000000000e+01 9.241551195631339200e+16 2.314986383885792256e+18 5.773489326317881344e+18 2.545536384062393139e+19 3.457056992975152333e+19 2.043961397907246285e+19
5.150000000000000000e+01 9.241546993956737600e+16 2.314951692206460928e+18 5.772640063245159424e+18 2.544130301088382976e+19 3.453560394219191501e+19 2.039356867642897613e+19
5.200000000000000000e+01 9.241542792459337600e+16 2.314917012700495872e+18 5.771792938473231360e+18 2.542730737511089357e+19 3.450086642930335744e+19 2.034797245365919334e+19
5.250000000000000000e+01 9.241538591139128000e+16 2.314882345355047424e+18 5.770947935769519104e+18 2.541337615528733082e+19 3.446635404691066061e+19 2.030281758816965837e+19
5.300000000000000000e+01 9.241534389996094400e+16 2.314847690157288960e+18 5.770105039109962752e+18 2.539950858943431475e+19 3.443206352871544013e+19 2.025809655147450368e+19
5.350000000000000000e+01 9.241530189030228800e+16 2.314813047094414336e+18 5.769264232675294208e+18 2.538570393113744179e+19 3.439799168381236019e+19 2.021380200269738803e+19
5.400000000000000000e+01 9.241525988241507200e+16 2.314778416153638400e+18 5.768425500847403008e+18 2.537196144909040435e+19 3.436413539430597837e+19 2.016992678234646938e+19
5.450000000000000000e+01 9.241521787629926400e+16 2.314743797322198528e+18 5.767588828205757440e+18 2.535828042665620275e+19 3.433049161302319514e+19 2.012646390634863411e+19
5.500000000000000000e+01 9.241517587195467200e+16 2.314709190587352576e+18 5.766754199523935232e+18 2.534466016144484762e+19 3.429705736131676160e+19 2.008340656033005978e+19
5.550000000000000000e+01 9.241513386938118400e+16 2.314674595936380416e+18 5.765921599766207488e+18 2.533109996490701210e+19 3.426382972695542579e+19 2.004074809413077811e+19
5.600000000000000000e+01 9.241509186857865600e+16 2.314640013356582400e+18 5.765091014084211712e+18 2.531759916194272051e+19 3.423080586209648640e+19 1.999848201654181888e+19
5.650000000000000000e+01 9.241504986954694400e+16 2.314605442835279872e+18 5.764262427813699584e+18 2.530415709052444672e+19 3.419798298133701427e+19 1.995660199025392435e+19
5.700000000000000000e+01 9.241500787228593600e+16 2.314570884359816704e+18 5.763435826471333888e+18 2.529077310133406515e+19 3.416535835983994061e+19 1.991510182700782797e+19
5.750000000000000000e+01 9.241496587679544000e+16 2.314536337917556224e+18 5.762611195751590912e+18 2.527744655741281894e+19 3.413292933153152205e+19 1.987397548293612749e+19
5.800000000000000000e+01 9.241492388307540800e+16 2.314501803495883264e+18 5.761788521523697664e+18 2.526417683382394061e+19 3.410069328736697958e+19 1.983321705408791347e+19
5.850000000000000000e+01 9.241488189112566400e+16 2.314467281082205184e+18 5.760967789828658176e+18 2.525096331732725760e+19 3.406864767366107136e+19 1.979282077212732621e+19
5.900000000000000000e+01 9.241483990094606400e+16 2.314432770663947776e+18 5.760148986876325888e+18 2.523780540606525030e+19 3.403678999048081818e+19 1.975278100019807846e+19
5.950000000000000000e+01 9.241479791253649600e+16 2.314398272228559872e+18 5.759332099042560000e+18 2.522470250926011597e+19 3.400511779009731379e+19 1.971309222894598144e+19
6.000000000000000000e+01 9.241475592589678400e+16 2.314363785763509760e+18 5.758517112866417664e+18 2.521165404692133888e+19 3.397362867549430989e+19 1.967374907269251891e+19
6.050000000000000000e+01 9.241471394102681600e+16 2.314329311256288768e+18 5.757704015047431168e+18 2.519865944956332442e+19 3.394232029893078221e+19 1.963474626575235482e+19
6.100000000000000000e+01 9.241467195792651200e+16 2.314294848694405120e+18 5.756892792442912768e+18 2.518571815793261363e+19 3.391119036055528653e+19 1.959607865888827802e+19
6.150000000000000000e+01 9.241462997659566400e+16 2.314260398065391104e+18 5.756083432065356800e+18 2.517282962274444083e+19 3.388023660706973286e+19 1.955774121589747302e+19
6.200000000000000000e+01 9.241458799703414400e+16 2.314225959356798464e+18 5.755275921079863296e+18 2.515999330442798694e+19 3.384945683044053811e+19 1.951972901032322253e+19
6.250000000000000000e+01 9.241454601924184000e+16 2.314191532556200960e+18 5.754470246801620992e+18 2.514720867288024269e+19 3.381884886665498624e+19 1.948203722228650394e+19
6.300000000000000000e+01 9.241450404321859200e+16 2.314157117651190272e+18 5.753666396693459968e+18 2.513447520722794496e+19 3.378841059452108390e+19 1.944466113543219200e+19
6.350000000000000000e+01 9.241446206896433600e+16 2.314122714629380096e+18 5.752864358363436032e+18 2.512179239559729562e+19 3.375813993450881843e+19 1.940759613398488269e+19
6.400000000000000000e+01 9.241442009647888000e+16 2.314088323478406656e+18 5.752064119562473472e+18 2.510915973489118413e+19 3.372803484763121254e+19 1.937083769990961971e+19
6.450000000000000000e+01 9.241437812576208000e+16 2.314053944185922560e+18 5.751265668182066176e+18 2.509657673057363558e+19 3.369809333436368896e+19 1.933438141017305088e+19
6.500000000000000000e+01 9.241433615681379200e+16 2.314019576739604992e+18 5.750468992251999232e+18 2.508404289646109491e+19 3.366831343359975834e+19 1.929822293410062336e+19
6.550000000000000000e+01 9.241429418963393600e+16 2.313985221127148032e+18 5.749674079938144256e+18 2.507155775452037530e+19 3.363869322164185907e+19 1.926235803082587341e+19
