snid,sim_z,sim_t0,sim_x0,sim_x1,sim_c,sim_ra,sim_dec,sim_lat,sim_lon,sim_alt,fit_z,fit_t0,fit_x0,fit_x1,fit_c,fit_pwv,err_z,err_t0,err_x0,err_x1,err_c,err_pwv,chisq,ndof,mb,abs_mag,message
41311536,0.8970088362693787,62145.9765625,3.541048272381886e-06,1.1211401224136353,-0.008018679916858673,95.273438,-21.542267,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,SimulateLightCurves: bandpass 'lsst_hardware_u' [3199 .. 4086] outside spectral range [3224.92 .. 12000]
54228986,0.7013247609138489,60869.4140625,3.597920436720251e-06,1.2155437469482422,-0.06997966766357422,6.503906,-29.313198,-30.244573,-70.7499537,1024.0,0.7013247609138489,60869.4140625,3.6673451173584738e-06,1.2399063553040495,-0.07486105462465613,4.0,-99.99,-99.99,7.05001623462822e-08,0.15135519663058183,0.012219858257250147,-99.99,192.81717332860677,170,24.09216413386496,-19.069394498028455,FitLightCurves: Minimization exited successfully.
59086990,0.7586621642112732,60689.00390625,2.975056454319771e-06,-0.14676064252853394,0.0422472208738327,126.738281,-25.282602,-30.244573,-70.7499537,1024.0,0.7586621642112732,60689.00390625,3.044418089718965e-06,-0.05173636877587142,0.05818535925350313,4.0,-99.99,-99.99,5.8203256638199486e-08,0.18549678417402893,0.016572612326797402,-99.99,207.9357319635941,174,24.297971899327983,-19.071776684723755,FitLightCurves: Minimization exited successfully.
30772777,0.3190584182739258,61681.03125,2.3676032106623426e-05,0.18470235168933868,-0.04877563193440437,337.324219,-21.702768,-30.244573,-70.7499537,1024.0,0.3190584182739258,61681.03125,2.3761179954592214e-05,0.13455416191824354,-0.03458085946766279,4.0,-99.99,-99.99,1.2182818192212868e-07,0.07524823464502518,0.004961679440568354,-99.99,190.00003212573864,147,22.06495278609669,-19.05135337085188,FitLightCurves: Minimization exited successfully.
22106842,1.080509901046753,61100.359375,2.9512316359614488e-06,0.7778268456459045,-0.12003105878829956,168.222656,-13.86195,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,SimulateLightCurves: bandpass 'lsst_hardware_u' [3199 .. 4086] outside spectral range [3536.87 .. 12000]
51339740,0.7980135083198547,60935.125,2.621501436561986e-06,-1.7240946292877197,-0.09784851223230362,329.765625,-35.136116,-30.244573,-70.7499537,1024.0,0.7980135083198547,60935.125,2.7648939574269063e-06,-2.0601544053375824,-0.07813295240011958,4.0,-99.99,-99.99,6.13452454622062e-08,0.29739550214069355,0.015948555718560447,-99.99,200.1380084868758,164,24.399244283013992,-19.10497838022351,FitLightCurves: Minimization exited successfully.
12805381,0.8401851058006287,60589.5546875,2.308512965798494e-06,0.9078181385993958,-0.05967596545815468,319.042969,-33.868706,-30.244573,-70.7499537,1024.0,0.8401851058006287,60589.5546875,2.4629497315060965e-06,0.4090993441389106,-0.032265271606055544,4.0,-99.99,-99.99,2.2392468688310055e-07,0.5286546202033053,0.033524830970712925,-99.99,186.76731429685793,176,24.526018901556256,-19.11711678949932,FitLightCurves: Minimization exited successfully.
36494185,0.39397647976875305,60197.66796875,1.4469144456071682e-05,-1.07285737991333,-0.013652157969772816,31.153847,-63.636005,-30.244573,-70.7499537,1024.0,0.39397647976875305,60197.66796875,1.4582537463719535e-05,-1.1436607385353905,0.01482614101703009,4.0,-99.99,-99.99,1.653568690044731e-07,0.08901904808320324,0.014446536500486325,-99.99,198.7938344585052,179,22.596493944081068,-19.05508201142806,FitLightCurves: Minimization exited successfully.
10529843,0.5300572514533997,62963.18359375,7.12516778618571e-06,0.4058612585067749,0.020204760134220123,193.359375,-26.777105,-30.244573,-70.7499537,1024.0,0.5300572514533997,62963.18359375,7.2125794055979366e-06,0.5228010434170439,0.04075330911697071,4.0,-99.99,-99.99,9.555460113464786e-08,0.11764363397107926,0.01054370521898359,-99.99,108.29082213948467,81,23.361179222666326,-19.06019704736552,FitLightCurves: Minimization exited successfully.
54420626,0.5857269763946533,61884.51953125,5.594528072325668e-06,0.44242942333221436,0.006271603517234325,278.789062,-24.460293,-30.244573,-70.7499537,1024.0,0.5857269763946533,61884.51953125,5.684873931429747e-06,0.5986987847394927,0.018154811157868937,4.0,-99.99,-99.99,5.907816347583839e-08,0.11529831639465889,0.011165519275317394,-99.99,213.67665998469934,185,23.61915562141304,-19.064682413740364,FitLightCurves: Minimization exited successfully.
