snid,sim_z,sim_t0,sim_x0,sim_x1,sim_c,sim_ra,sim_dec,sim_lat,sim_lon,sim_alt,fit_z,fit_t0,fit_x0,fit_x1,fit_c,fit_pwv,err_z,err_t0,err_x0,err_x1,err_c,err_pwv,chisq,ndof,mb,abs_mag,message
41311536,0.8970088362693787,62145.9765625,3.541048272381886e-06,1.1211401224136353,-0.008018679916858673,95.273438,-21.542267,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,SimulateLightCurves: bandpass 'lsst_hardware_u' [3199 .. 4086] outside spectral range [3224.92 .. 12000]
30772777,0.3190584182739258,61681.03125,2.3676032106623426e-05,0.18470235168933868,-0.04877563193440437,337.324219,-21.702768,-30.244573,-70.7499537,1024.0,0.3190584182739258,61681.03125,2.38770980586875e-05,0.13945030746613235,-0.034044866289483944,4.0,-99.99,-99.99,1.2170445087792562e-07,0.07480360413604037,0.004929616626089485,-99.99,161.88644442487833,147,22.05968495031767,-19.056623540762672,FitLightCurves: Minimization exited successfully.
51339740,0.7980135083198547,60935.125,2.621501436561986e-06,-1.7240946292877197,-0.09784851223230362,329.765625,-35.136116,-30.244573,-70.7499537,1024.0,0.7980135083198547,60935.125,2.753042346875737e-06,-1.717481289948606,-0.06770705234558205,4.0,-99.99,-99.99,6.18426012462462e-08,0.30662135831315285,0.017671093122632348,-99.99,178.90309308370578,164,24.404240964478067,-19.100071456821226,FitLightCurves: Minimization exited successfully.
10529843,0.5300572514533997,62963.18359375,7.12516778618571e-06,0.4058612585067749,0.020204760134220123,193.359375,-26.777105,-30.244573,-70.7499537,1024.0,0.5300572514533997,62963.18359375,7.206929939301976e-06,0.28245991510909907,0.03995773364785619,4.0,-99.99,-99.99,9.497416979109917e-08,0.11393315118140178,0.010662935866238673,-99.99,106.97560688471866,81,23.362039903189135,-19.059158752363174,FitLightCurves: Minimization exited successfully.
54420626,0.5857269763946533,61884.51953125,5.594528072325668e-06,0.44242942333221436,0.006271603517234325,278.789062,-24.460293,-30.244573,-70.7499537,1024.0,0.5857269763946533,61884.51953125,5.682622880412227e-06,0.34128475119682306,0.03541838883482151,4.0,-99.99,-99.99,5.956175359143402e-08,0.11681261816370685,0.011489757197214612,-99.99,185.41657313812806,185,23.619956708011152,-19.063659707854725,FitLightCurves: Minimization exited successfully.
8568294,0.27341291308403015,61288.65234375,3.3818350668760855e-05,-0.5483987331390381,-0.04224226623773575,36.32143,-64.198746,-30.244573,-70.7499537,1024.0,0.27341291308403015,61288.65234375,3.381617702907316e-05,-0.5768135366343157,-0.030524081360877454,4.0,-99.99,-99.99,2.1757460493207946e-07,0.03080970054551517,0.005921515675508506,-99.99,151.94626662665627,145,21.68203073688933,-19.04729954711394,FitLightCurves: Minimization exited successfully.
22106842,1.080509901046753,61100.359375,2.9512316359614488e-06,0.7778268456459045,-0.12003105878829956,168.222656,-13.86195,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,SimulateLightCurves: bandpass 'lsst_hardware_u' [3199 .. 4086] outside spectral range [3536.87 .. 12000]
54228986,0.7013247609138489,60869.4140625,3.597920436720251e-06,1.2155437469482422,-0.06997966766357422,6.503906,-29.313198,-30.244573,-70.7499537,1024.0,0.7013247609138489,60869.4140625,3.6306998154206866e-06,1.037049740793503,-0.07759677990559305,4.0,-99.99,-99.99,7.100003174911059e-08,0.14900369043484474,0.012360804580344366,-99.99,172.44578356413822,170,24.10299188946242,-19.058367588959513,FitLightCurves: Minimization exited successfully.
12805381,0.8401851058006287,60589.5546875,2.308512965798494e-06,0.9078181385993958,-0.05967596545815468,319.042969,-33.868706,-30.244573,-70.7499537,1024.0,0.8401851058006287,60589.5546875,2.4261610116060913e-06,1.444430345414135,-0.022264267095356643,4.0,-99.99,-99.99,2.1164399970039416e-07,0.5956620487891947,0.030982010815382814,-99.99,167.14068960778937,176,24.542525352191387,-19.101561875338902,FitLightCurves: Minimization exited successfully.
36494185,0.39397647976875305,60197.66796875,1.4469144456071682e-05,-1.07285737991333,-0.013652157969772816,31.153847,-63.636005,-30.244573,-70.7499537,1024.0,0.39397647976875305,60197.66796875,1.4606641113024501e-05,-1.079250239076403,-0.022786763280233175,4.0,-99.99,-99.99,1.5985046353463976e-07,0.0894332652477815,0.0136913530589954,-99.99,167.3748662442747,179,22.593757528581303,-19.057912946452568,FitLightCurves: Minimization exited successfully.
3637022,0.6199184656143188,62761.7109375,4.8740963507065815e-06,0.9780979752540588,0.05519964545965195,335.390625,-22.508005,-30.244573,-70.7499537,1024.0,0.6199184656143188,62761.7109375,4.9604640692285636e-06,1.0524834414678048,0.08350579781122054,4.0,-99.99,-99.99,6.517494764694757e-08,0.12533130852276908,0.012043580009375629,-99.99,190.13412700800149,188,23.76812891360266,-19.065783205497755,FitLightCurves: Minimization exited successfully.
