snid,sim_z,sim_t0,sim_x0,sim_x1,sim_c,sim_ra,sim_dec,sim_lat,sim_lon,sim_alt,fit_z,fit_t0,fit_x0,fit_x1,fit_c,fit_pwv,err_z,err_t0,err_x0,err_x1,err_c,err_pwv,chisq,ndof,mb,abs_mag,message
51339740,0.7980135083198547,60935.125,2.621501436561986e-06,-1.7240946292877197,-0.09784851223230362,329.765625,-35.136116,-30.244573,-70.7499537,1024.0,0.7980135083198547,60935.125,2.581634089230393e-06,-1.6927562325804097,-0.10123811298679702,4.0,-99.99,-99.99,6.056980231063255e-08,0.28906206288045017,0.01629398563027893,-99.99,166.03790914912122,164,24.472715695974156,-19.031669536749682,FitLightCurves: Minimization exited successfully.
41311536,0.8970088362693787,62145.9765625,3.541048272381886e-06,1.1211401224136353,-0.008018679916858673,95.273438,-21.542267,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,SimulateLightCurves: bandpass 'lsst_hardware_u' [3199 .. 4086] outside spectral range [3224.92 .. 12000]
12805381,0.8401851058006287,60589.5546875,2.308512965798494e-06,0.9078181385993958,-0.05967596545815468,319.042969,-33.868706,-30.244573,-70.7499537,1024.0,0.8401851058006287,60589.5546875,2.324633450169973e-06,1.0336771919921255,-0.041017264752858947,4.0,-99.99,-99.99,2.237726584112698e-07,0.5943632872877274,0.0335377595957867,-99.99,162.99668312980103,176,24.588407923348377,-19.05526202316853,FitLightCurves: Minimization exited successfully.
22106842,1.080509901046753,61100.359375,2.9512316359614488e-06,0.7778268456459045,-0.12003105878829956,168.222656,-13.86195,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,SimulateLightCurves: bandpass 'lsst_hardware_u' [3199 .. 4086] outside spectral range [3536.87 .. 12000]
8568294,0.27341291308403015,61288.65234375,3.3818350668760855e-05,-0.5483987331390381,-0.04224226623773575,36.32143,-64.198746,-30.244573,-70.7499537,1024.0,0.27341291308403015,61288.65234375,3.3795371395207995e-05,-0.5334856481607044,-0.041958961204583846,4.0,-99.99,-99.99,2.1681159408398904e-07,0.031120556751341094,0.005902013312004982,-99.99,151.42746119020916,145,21.682337552583682,-19.04703394342318,FitLightCurves: Minimization exited successfully.
10529843,0.5300572514533997,62963.18359375,7.12516778618571e-06,0.4058612585067749,0.020204760134220123,193.359375,-26.777105,-30.244573,-70.7499537,1024.0,0.5300572514533997,62963.18359375,7.142993004810925e-06,0.426127565334412,0.03894161782648855,4.0,-99.99,-99.99,9.373345759514936e-08,0.11458847202137819,0.01034629254909227,-99.99,88.77913827603695,81,23.371683031300066,-19.04962178461058,FitLightCurves: Minimization exited successfully.
61776870,0.2855287790298462,62206.015625,3.06170594706242e-05,-0.32640355825424194,-0.03321715071797371,98.261719,-12.635625,-30.244573,-70.7499537,1024.0,0.2855287790298462,62206.015625,3.129390102265556e-05,-0.3851905181595738,-0.016045829514814394,4.0,-99.99,-99.99,3.7153925156065517e-07,0.04816223376875861,0.007834200302660133,-99.99,246.41438131872866,190,21.766584187787306,-19.070890409464575,FitLightCurves: Minimization exited successfully.
59086990,0.7586621642112732,60689.00390625,2.975056454319771e-06,-0.14676064252853394,0.0422472208738327,126.738281,-25.282602,-30.244573,-70.7499537,1024.0,0.7586621642112732,60689.00390625,3.0531112814147202e-06,-0.29582198604317544,0.060074544684741646,4.0,-99.99,-99.99,5.873117118415819e-08,0.17692097876113413,0.016160738474380817,-99.99,182.56603453168913,174,24.29492408844599,-19.074676582500167,FitLightCurves: Minimization exited successfully.
54420626,0.5857269763946533,61884.51953125,5.594528072325668e-06,0.44242942333221436,0.006271603517234325,278.789062,-24.460293,-30.244573,-70.7499537,1024.0,0.5857269763946533,61884.51953125,5.588476275209301e-06,0.45820647966130346,-0.0013306988925127587,4.0,-99.99,-99.99,5.8410484761127746e-08,0.11124158967936713,0.010727579170659531,-99.99,189.97994785010684,185,23.63728461635546,-19.046472782923054,FitLightCurves: Minimization exited successfully.
30772777,0.3190584182739258,61681.03125,2.3676032106623426e-05,0.18470235168933868,-0.04877563193440437,337.324219,-21.702768,-30.244573,-70.7499537,1024.0,0.3190584182739258,61681.03125,2.3791873072460803e-05,0.10819091511586508,-0.04180432106514471,4.0,-99.99,-99.99,1.2141926613405413e-07,0.07513276015240912,0.0049201524874474736,-99.99,160.13589384167744,147,22.063324995512986,-19.052975554332097,FitLightCurves: Minimization exited successfully.
